일자,도로명,위치,지점,시간,mean
2022-06-24,지방도96호선,세종이마트(공주),e마트남측교차로 ~ -,점유율,2.277
2022-06-24,평기길,장군면 평기리,송학사거리 ~ 송문리,점유율,2.5343
2022-06-24,한누리대로,국세청맞은편,한누리대로지하4남측 ~ 한누리대로지하5북측,점유율,8.5685
2022-06-24,한누리대로,라온프라이빗시티앞,한누리대로고가2남측 ~ 노드_146,점유율,8.6393
2022-06-24,한누리대로,반곡동(공주),4-1생활권(한누리대로) ~ 반곡동(한누리대로),점유율,2.8744
2022-06-24,한누리대로,세종 교육청(공주),교육청앞 ~ 여울초교앞,점유율,3.1266
2022-06-24,한누리대로,양지초교북측(세종),한누리대로고가2북측 ~ 양지초교사거리,점유율,5.4755
2022-06-25,산학리길,장군면 산학리,- ~ 송악교,점유율,2.415
2022-06-25,새내로,서울외과 앞,마음그린한의원 ~ 새내4길시점,점유율,6.8043
2022-06-25,시목부강로,시목교교차로 앞,- ~ 시목교(북측),점유율,2.7356
2022-06-25,시청대로,세종 시청(공주),시청입구 ~ 교육청후문,점유율,4.0954
2022-06-25,연청로,문곡리 세종방면,문곡교차로 ~ 부강터널,점유율,2.2508
2022-06-25,용연로,연서면 와촌리,세종-공주경계 ~ 와룡로입구,점유율,2.182
2022-06-25,일반국도1호선,산동교차로 대전방면,세종로교차로1 ~ 두만2리교차로2,점유율,4.0181
2022-06-25,일반국도36호선,다름고개(세종),다정동 ~ 올망초등학교,점유율,7.0686
2022-06-25,정안세종로,은하수공원(세종),수산IC교 북서 ~ 모개고가차도,점유율,1.6712
2022-06-25,조치원로,공영버스터미널 앞,조치원로1 ~ 상리사거리,점유율,7.4639
2022-06-25,지방도604호선,연동면 송용리 세종방면,예양교차로남측 ~ 문주1교북측,점유율,1.8755
2022-06-25,지방도96호선,갈매로(대전),장남교차로 ~ 금남교앞,점유율,4.5997
2022-06-25,지방도96호선,부강교차로 세종방면,부강교차로2 ~ 부강교차로1,점유율,1.9081
2022-06-25,지방도96호선,세종이마트(공주),e마트남측교차로 ~ -,점유율,2.4597
2022-06-25,평기길,장군면 평기리,송학사거리 ~ 송문리,점유율,2.0633
2022-06-25,한누리대로,국세청맞은편,한누리대로지하4남측 ~ 한누리대로지하5북측,점유율,6.4282
2022-06-25,한누리대로,라온프라이빗시티앞,한누리대로고가2남측 ~ 노드_146,점유율,5.9439
2022-06-25,한누리대로,반곡동(공주),4-1생활권(한누리대로) ~ 반곡동(한누리대로),점유율,2.362
2022-06-25,한누리대로,세종 교육청(공주),교육청앞 ~ 여울초교앞,점유율,2.6341
2022-06-25,한누리대로,양지초교북측(세종),한누리대로고가2북측 ~ 양지초교사거리,점유율,4.3222
2022-06-26,산학리길,장군면 산학리,- ~ 송악교,점유율,1.8094
2022-06-26,새내로,서울외과 앞,마음그린한의원 ~ 새내4길시점,점유율,5.7545
2022-06-26,시목부강로,시목교교차로 앞,- ~ 시목교(북측),점유율,2.2547
2022-06-26,시청대로,세종 시청(공주),시청입구 ~ 교육청후문,점유율,3.2696
2022-06-26,연청로,문곡리 세종방면,문곡교차로 ~ 부강터널,점유율,1.6753
2022-06-26,용연로,연서면 와촌리,세종-공주경계 ~ 와룡로입구,점유율,2.4683
2022-06-26,일반국도1호선,산동교차로 대전방면,세종로교차로1 ~ 두만2리교차로2,점유율,2.9529
2022-06-26,일반국도36호선,다름고개(세종),다정동 ~ 올망초등학교,점유율,6.7156
2022-06-26,정안세종로,은하수공원(세종),수산IC교 북서 ~ 모개고가차도,점유율,1.4081
2022-06-26,조치원로,공영버스터미널 앞,조치원로1 ~ 상리사거리,점유율,6.0704
2022-06-26,지방도604호선,연동면 송용리 세종방면,예양교차로남측 ~ 문주1교북측,점유율,1.5957
2022-06-26,지방도96호선,갈매로(대전),장남교차로 ~ 금남교앞,점유율,3.5903
2022-06-26,지방도96호선,부강교차로 세종방면,부강교차로2 ~ 부강교차로1,점유율,1.4499
2022-06-26,지방도96호선,세종이마트(공주),e마트남측교차로 ~ -,점유율,1.7659
2022-06-26,평기길,장군면 평기리,송학사거리 ~ 송문리,점유율,1.9081
2022-06-26,한누리대로,국세청맞은편,한누리대로지하4남측 ~ 한누리대로지하5북측,점유율,4.8799
2022-06-26,한누리대로,라온프라이빗시티앞,한누리대로고가2남측 ~ 노드_146,점유율,5.104
2022-06-26,한누리대로,반곡동(공주),4-1생활권(한누리대로) ~ 반곡동(한누리대로),점유율,2.1397
2022-06-26,한누리대로,세종 교육청(공주),교육청앞 ~ 여울초교앞,점유율,2.2955
2022-06-26,한누리대로,양지초교북측(세종),한누리대로고가2북측 ~ 양지초교사거리,점유율,3.8006
2022-06-27,산학리길,장군면 산학리,- ~ 송악교,점유율,1.9754
2022-06-27,새내로,서울외과 앞,마음그린한의원 ~ 새내4길시점,점유율,6.3984
2022-06-27,시목부강로,시목교교차로 앞,- ~ 시목교(북측),점유율,2.9865
2022-06-27,시청대로,세종 시청(공주),시청입구 ~ 교육청후문,점유율,4.3391
2022-06-27,연청로,문곡리 세종방면,문곡교차로 ~ 부강터널,점유율,2.7866
2022-06-27,용연로,연서면 와촌리,세종-공주경계 ~ 와룡로입구,점유율,2.2375
2022-06-27,일반국도1호선,산동교차로 대전방면,세종로교차로1 ~ 두만2리교차로2,점유율,3.9611
2022-06-27,일반국도36호선,다름고개(세종),다정동 ~ 올망초등학교,점유율,6.8585
2022-06-27,정안세종로,은하수공원(세종),수산IC교 북서 ~ 모개고가차도,점유율,1.663
2022-06-27,조치원로,공영버스터미널 앞,조치원로1 ~ 상리사거리,점유율,7.2155
2022-06-27,지방도604호선,연동면 송용리 세종방면,예양교차로남측 ~ 문주1교북측,점유율,2.0455
2022-06-27,지방도96호선,갈매로(대전),장남교차로 ~ 금남교앞,점유율,5.249
2022-06-27,지방도96호선,부강교차로 세종방면,부강교차로2 ~ 부강교차로1,점유율,2.0407
2022-06-27,지방도96호선,세종이마트(공주),e마트남측교차로 ~ -,점유율,2.1839
2022-06-27,평기길,장군면 평기리,송학사거리 ~ 송문리,점유율,2.2121
2022-06-27,한누리대로,국세청맞은편,한누리대로지하4남측 ~ 한누리대로지하5북측,점유율,6.9873
2022-06-27,한누리대로,라온프라이빗시티앞,한누리대로고가2남측 ~ 노드_146,점유율,6.7226
2022-06-27,한누리대로,반곡동(공주),4-1생활권(한누리대로) ~ 반곡동(한누리대로),점유율,2.8534
2022-06-27,한누리대로,세종 교육청(공주),교육청앞 ~ 여울초교앞,점유율,3.0903
2022-06-27,한누리대로,양지초교북측(세종),한누리대로고가2북측 ~ 양지초교사거리,점유율,4.9435
2022-06-28,산학리길,장군면 산학리,- ~ 송악교,점유율,2.7097
2022-06-28,새내로,서울외과 앞,마음그린한의원 ~ 새내4길시점,점유율,6.7077
2022-06-28,시목부강로,시목교교차로 앞,- ~ 시목교(북측),점유율,3.5862
2022-06-28,시청대로,세종 시청(공주),시청입구 ~ 교육청후문,점유율,4.0343
2022-06-28,연청로,문곡리 세종방면,문곡교차로 ~ 부강터널,점유율,2.759
2022-06-28,용연로,연서면 와촌리,세종-공주경계 ~ 와룡로입구,점유율,2.3431
2022-06-28,일반국도1호선,산동교차로 대전방면,세종로교차로1 ~ 두만2리교차로2,점유율,4.095
2022-06-28,일반국도36호선,다름고개(세종),다정동 ~ 올망초등학교,점유율,6.8001
2022-06-28,정안세종로,은하수공원(세종),수산IC교 북서 ~ 모개고가차도,점유율,1.604
2022-06-28,조치원로,공영버스터미널 앞,조치원로1 ~ 상리사거리,점유율,7.234
2022-06-28,지방도604호선,연동면 송용리 세종방면,예양교차로남측 ~ 문주1교북측,점유율,2.1364
2022-06-28,지방도96호선,갈매로(대전),장남교차로 ~ 금남교앞,점유율,5.3375
2022-06-28,지방도96호선,부강교차로 세종방면,부강교차로2 ~ 부강교차로1,점유율,2.1847
2022-06-28,지방도96호선,세종이마트(공주),e마트남측교차로 ~ -,점유율,2.19
2022-06-28,평기길,장군면 평기리,송학사거리 ~ 송문리,점유율,2.2419
2022-06-28,한누리대로,국세청맞은편,한누리대로지하4남측 ~ 한누리대로지하5북측,점유율,7.1051
2022-06-28,한누리대로,라온프라이빗시티앞,한누리대로고가2남측 ~ 노드_146,점유율,7.033
2022-06-28,한누리대로,반곡동(공주),4-1생활권(한누리대로) ~ 반곡동(한누리대로),점유율,2.9013
2022-06-28,한누리대로,세종 교육청(공주),교육청앞 ~ 여울초교앞,점유율,3.1447
2022-06-28,한누리대로,양지초교북측(세종),한누리대로고가2북측 ~ 양지초교사거리,점유율,4.7936
2022-06-29,산학리길,장군면 산학리,- ~ 송악교,점유율,2.4071
2022-06-29,새내로,서울외과 앞,마음그린한의원 ~ 새내4길시점,점유율,7.3138
2022-06-29,시목부강로,시목교교차로 앞,- ~ 시목교(북측),점유율,3.3274
2022-06-29,시청대로,세종 시청(공주),시청입구 ~ 교육청후문,점유율,3.6747
2022-06-29,연청로,문곡리 세종방면,문곡교차로 ~ 부강터널,점유율,2.6747
2022-06-29,용연로,연서면 와촌리,세종-공주경계 ~ 와룡로입구,점유율,2.4658
2022-06-29,일반국도1호선,산동교차로 대전방면,세종로교차로1 ~ 두만2리교차로2,점유율,4.1319
2022-06-29,일반국도36호선,다름고개(세종),다정동 ~ 올망초등학교,점유율,6.8931
2022-06-29,정안세종로,은하수공원(세종),수산IC교 북서 ~ 모개고가차도,점유율,1.7181
2022-06-29,조치원로,공영버스터미널 앞,조치원로1 ~ 상리사거리,점유율,8.2015
2022-06-29,지방도604호선,연동면 송용리 세종방면,예양교차로남측 ~ 문주1교북측,점유율,2.0346
2022-06-29,지방도96호선,갈매로(대전),장남교차로 ~ 금남교앞,점유율,5.5141
2022-06-29,지방도96호선,부강교차로 세종방면,부강교차로2 ~ 부강교차로1,점유율,2.0058
2022-06-29,지방도96호선,세종이마트(공주),e마트남측교차로 ~ -,점유율,1.9983
2022-06-29,평기길,장군면 평기리,송학사거리 ~ 송문리,점유율,2.3832
2022-06-29,한누리대로,국세청맞은편,한누리대로지하4남측 ~ 한누리대로지하5북측,점유율,9.1165
2022-06-29,한누리대로,라온프라이빗시티앞,한누리대로고가2남측 ~ 노드_146,점유율,9.5288
2022-06-29,한누리대로,반곡동(공주),4-1생활권(한누리대로) ~ 반곡동(한누리대로),점유율,3.1542
2022-06-29,한누리대로,세종 교육청(공주),교육청앞 ~ 여울초교앞,점유율,3.3334
2022-06-29,한누리대로,양지초교북측(세종),한누리대로고가2북측 ~ 양지초교사거리,점유율,5.639
2022-06-30,산학리길,장군면 산학리,- ~ 송악교,점유율,3.1192
2022-06-30,새내로,서울외과 앞,마음그린한의원 ~ 새내4길시점,점유율,6.7062
2022-06-30,시목부강로,시목교교차로 앞,- ~ 시목교(북측),점유율,3.3672
2022-06-30,시청대로,세종 시청(공주),시청입구 ~ 교육청후문,점유율,3.8227
2022-06-30,연청로,문곡리 세종방면,문곡교차로 ~ 부강터널,점유율,2.829
2022-06-30,용연로,연서면 와촌리,세종-공주경계 ~ 와룡로입구,점유율,3.1249
2022-06-30,일반국도1호선,산동교차로 대전방면,세종로교차로1 ~ 두만2리교차로2,점유율,4.2309
2022-06-30,일반국도36호선,다름고개(세종),다정동 ~ 올망초등학교,점유율,6.7245
2022-06-30,정안세종로,은하수공원(세종),수산IC교 북서 ~ 모개고가차도,점유율,1.5269
2022-06-30,조치원로,공영버스터미널 앞,조치원로1 ~ 상리사거리,점유율,7.6727
2022-06-30,지방도604호선,연동면 송용리 세종방면,예양교차로남측 ~ 문주1교북측,점유율,2.1091
2022-06-30,지방도96호선,갈매로(대전),장남교차로 ~ 금남교앞,점유율,5.4381
2022-06-30,지방도96호선,부강교차로 세종방면,부강교차로2 ~ 부강교차로1,점유율,2.0332
2022-06-30,지방도96호선,세종이마트(공주),e마트남측교차로 ~ -,점유율,2.1359
2022-06-30,평기길,장군면 평기리,송학사거리 ~ 송문리,점유율,2.3676
2022-06-30,한누리대로,국세청맞은편,한누리대로지하4남측 ~ 한누리대로지하5북측,점유율,8.031
2022-06-30,한누리대로,라온프라이빗시티앞,한누리대로고가2남측 ~ 노드_146,점유율,7.5403
2022-06-30,한누리대로,반곡동(공주),4-1생활권(한누리대로) ~ 반곡동(한누리대로),점유율,2.7694
2022-06-30,한누리대로,세종 교육청(공주),교육청앞 ~ 여울초교앞,점유율,3.2434
2022-06-30,한누리대로,양지초교북측(세종),한누리대로고가2북측 ~ 양지초교사거리,점유율,4.8256
2022-07-01,산학리길,장군면 산학리,- ~ 송악교,점유율,3.3078
2022-07-01,새내로,서울외과 앞,마음그린한의원 ~ 새내4길시점,점유율,6.5789
2022-07-01,새내로,조치원여중 앞,조치원여자중학교 ~ 조치원읍사무소,점유율,23.903
2022-07-01,시목부강로,시목교교차로 앞,- ~ 시목교(북측),점유율,3.6314
2022-07-01,시청대로,세종 시청(공주),시청입구 ~ 교육청후문,점유율,3.6075
2022-07-01,연청로,문곡리 세종방면,문곡교차로 ~ 부강터널,점유율,2.9396
2022-07-01,용연로,연서면 와촌리,세종-공주경계 ~ 와룡로입구,점유율,3.9658
2022-07-01,일반국도1호선,산동교차로 대전방면,세종로교차로1 ~ 두만2리교차로2,점유율,5.3355
2022-07-01,일반국도36호선,다름고개(세종),다정동 ~ 올망초등학교,점유율,7.2114
2022-07-01,정안세종로,은하수공원(세종),수산IC교 북서 ~ 모개고가차도,점유율,1.9634
2022-07-01,조치원로,공영버스터미널 앞,조치원로1 ~ 상리사거리,점유율,8.9712
2022-07-01,지방도604호선,연동면 송용리 세종방면,예양교차로남측 ~ 문주1교북측,점유율,2.7544
2022-07-01,지방도96호선,갈매로(대전),장남교차로 ~ 금남교앞,점유율,5.7264
2022-07-01,지방도96호선,부강교차로 세종방면,부강교차로2 ~ 부강교차로1,점유율,2.4395
2022-07-01,지방도96호선,세종이마트(공주),e마트남측교차로 ~ -,점유율,2.4055
2022-07-01,청연로,우리한식뷔페 앞,연동중학교입구 ~ 응암삼거리,점유율,23.0383
2022-07-01,평기길,장군면 평기리,송학사거리 ~ 송문리,점유율,2.4655
2022-07-01,한누리대로,국세청맞은편,한누리대로지하4남측 ~ 한누리대로지하5북측,점유율,7.7175
2022-07-01,한누리대로,라온프라이빗시티앞,한누리대로고가2남측 ~ 노드_146,점유율,8.4558
2022-07-01,한누리대로,반곡동(공주),4-1생활권(한누리대로) ~ 반곡동(한누리대로),점유율,2.9957
2022-07-01,한누리대로,세종 교육청(공주),교육청앞 ~ 여울초교앞,점유율,3.2644
2022-07-01,한누리대로,양지초교북측(세종),한누리대로고가2북측 ~ 양지초교사거리,점유율,5.0207
2022-07-02,산학리길,장군면 산학리,- ~ 송악교,점유율,2.3054
2022-07-02,새내로,서울외과 앞,마음그린한의원 ~ 새내4길시점,점유율,6.2705
2022-07-02,새내로,조치원여중 앞,조치원여자중학교 ~ 조치원읍사무소,점유율,5.5891
2022-07-02,시목부강로,시목교교차로 앞,- ~ 시목교(북측),점유율,2.5388
2022-07-02,시청대로,세종 시청(공주),시청입구 ~ 교육청후문,점유율,2.9662
2022-07-02,연청로,문곡리 세종방면,문곡교차로 ~ 부강터널,점유율,2.2449
2022-07-02,용연로,연서면 와촌리,세종-공주경계 ~ 와룡로입구,점유율,2.648
2022-07-02,일반국도1호선,산동교차로 대전방면,세종로교차로1 ~ 두만2리교차로2,점유율,3.9875
2022-07-02,일반국도36호선,다름고개(세종),다정동 ~ 올망초등학교,점유율,7.1339
2022-07-02,정안세종로,은하수공원(세종),수산IC교 북서 ~ 모개고가차도,점유율,1.7047
2022-07-02,조치원로,공영버스터미널 앞,조치원로1 ~ 상리사거리,점유율,9.1518
2022-07-02,지방도604호선,연동면 송용리 세종방면,예양교차로남측 ~ 문주1교북측,점유율,1.8616
2022-07-02,지방도96호선,갈매로(대전),장남교차로 ~ 금남교앞,점유율,4.5557
2022-07-02,지방도96호선,부강교차로 세종방면,부강교차로2 ~ 부강교차로1,점유율,1.9048
2022-07-02,지방도96호선,세종이마트(공주),e마트남측교차로 ~ -,점유율,2.2319
2022-07-02,청연로,우리한식뷔페 앞,연동중학교입구 ~ 응암삼거리,점유율,3.3508
2022-07-02,평기길,장군면 평기리,송학사거리 ~ 송문리,점유율,1.9952
2022-07-02,한누리대로,국세청맞은편,한누리대로지하4남측 ~ 한누리대로지하5북측,점유율,6.4216
2022-07-02,한누리대로,라온프라이빗시티앞,한누리대로고가2남측 ~ 노드_146,점유율,5.9324
2022-07-02,한누리대로,반곡동(공주),4-1생활권(한누리대로) ~ 반곡동(한누리대로),점유율,2.5642
2022-07-02,한누리대로,세종 교육청(공주),교육청앞 ~ 여울초교앞,점유율,2.6365
2022-07-02,한누리대로,양지초교북측(세종),한누리대로고가2북측 ~ 양지초교사거리,점유율,4.091
2022-07-03,산학리길,장군면 산학리,- ~ 송악교,점유율,2.1738
2022-07-03,새내로,서울외과 앞,마음그린한의원 ~ 새내4길시점,점유율,5.4581
2022-07-03,새내로,조치원여중 앞,조치원여자중학교 ~ 조치원읍사무소,점유율,4.948
2022-07-03,시목부강로,시목교교차로 앞,- ~ 시목교(북측),점유율,2.3372
2022-07-03,시청대로,세종 시청(공주),시청입구 ~ 교육청후문,점유율,2.9132
2022-07-03,연청로,문곡리 세종방면,문곡교차로 ~ 부강터널,점유율,1.9127
2022-07-03,용연로,연서면 와촌리,세종-공주경계 ~ 와룡로입구,점유율,2.0395
2022-07-03,일반국도1호선,산동교차로 대전방면,세종로교차로1 ~ 두만2리교차로2,점유율,3.0778
2022-07-03,일반국도36호선,다름고개(세종),다정동 ~ 올망초등학교,점유율,6.9105
2022-07-03,정안세종로,은하수공원(세종),수산IC교 북서 ~ 모개고가차도,점유율,1.5318
2022-07-03,조치원로,공영버스터미널 앞,조치원로1 ~ 상리사거리,점유율,5.8686
2022-07-03,지방도604호선,연동면 송용리 세종방면,예양교차로남측 ~ 문주1교북측,점유율,1.6025
2022-07-03,지방도96호선,갈매로(대전),장남교차로 ~ 금남교앞,점유율,3.8661
2022-07-03,지방도96호선,부강교차로 세종방면,부강교차로2 ~ 부강교차로1,점유율,1.585
2022-07-03,지방도96호선,세종이마트(공주),e마트남측교차로 ~ -,점유율,1.8756
2022-07-03,청연로,우리한식뷔페 앞,연동중학교입구 ~ 응암삼거리,점유율,2.766
2022-07-03,평기길,장군면 평기리,송학사거리 ~ 송문리,점유율,2.0065
2022-07-03,한누리대로,국세청맞은편,한누리대로지하4남측 ~ 한누리대로지하5북측,점유율,5.623
2022-07-03,한누리대로,라온프라이빗시티앞,한누리대로고가2남측 ~ 노드_146,점유율,5.9286
2022-07-03,한누리대로,반곡동(공주),4-1생활권(한누리대로) ~ 반곡동(한누리대로),점유율,2.1748
2022-07-03,한누리대로,세종 교육청(공주),교육청앞 ~ 여울초교앞,점유율,2.3448
2022-07-03,한누리대로,양지초교북측(세종),한누리대로고가2북측 ~ 양지초교사거리,점유율,4.1425
2022-07-04,산학리길,장군면 산학리,- ~ 송악교,점유율,2.5964
2022-07-04,새내로,서울외과 앞,마음그린한의원 ~ 새내4길시점,점유율,6.5035
2022-07-04,새내로,조치원여중 앞,조치원여자중학교 ~ 조치원읍사무소,점유율,4.4751
2022-07-04,시목부강로,시목교교차로 앞,- ~ 시목교(북측),점유율,3.1164
2022-07-04,시청대로,세종 시청(공주),시청입구 ~ 교육청후문,점유율,3.0172
2022-07-04,연청로,문곡리 세종방면,문곡교차로 ~ 부강터널,점유율,3.4149
2022-07-04,용연로,연서면 와촌리,세종-공주경계 ~ 와룡로입구,점유율,2.7248
2022-07-04,일반국도1호선,산동교차로 대전방면,세종로교차로1 ~ 두만2리교차로2,점유율,4.0843
2022-07-04,일반국도36호선,다름고개(세종),다정동 ~ 올망초등학교,점유율,6.544
2022-07-04,정안세종로,은하수공원(세종),수산IC교 북서 ~ 모개고가차도,점유율,1.689
2022-07-04,조치원로,공영버스터미널 앞,조치원로1 ~ 상리사거리,점유율,8.347
2022-07-04,지방도604호선,연동면 송용리 세종방면,예양교차로남측 ~ 문주1교북측,점유율,1.54
2022-07-04,지방도96호선,갈매로(대전),장남교차로 ~ 금남교앞,점유율,5.0248
2022-07-04,지방도96호선,부강교차로 세종방면,부강교차로2 ~ 부강교차로1,점유율,2.0248
2022-07-04,지방도96호선,세종이마트(공주),e마트남측교차로 ~ -,점유율,2.2106
2022-07-04,청연로,우리한식뷔페 앞,연동중학교입구 ~ 응암삼거리,점유율,4.2365
2022-07-04,평기길,장군면 평기리,송학사거리 ~ 송문리,점유율,2.0809
2022-07-04,한누리대로,국세청맞은편,한누리대로지하4남측 ~ 한누리대로지하5북측,점유율,7.0139
2022-07-04,한누리대로,라온프라이빗시티앞,한누리대로고가2남측 ~ 노드_146,점유율,6.7382
2022-07-04,한누리대로,반곡동(공주),4-1생활권(한누리대로) ~ 반곡동(한누리대로),점유율,2.8448
2022-07-04,한누리대로,세종 교육청(공주),교육청앞 ~ 여울초교앞,점유율,3.0451
2022-07-04,한누리대로,양지초교북측(세종),한누리대로고가2북측 ~ 양지초교사거리,점유율,4.5668
2022-07-05,산학리길,장군면 산학리,- ~ 송악교,점유율,2.1801
2022-07-05,새내로,서울외과 앞,마음그린한의원 ~ 새내4길시점,점유율,6.2795
2022-07-05,새내로,조치원여중 앞,조치원여자중학교 ~ 조치원읍사무소,점유율,4.4215
2022-07-05,시목부강로,시목교교차로 앞,- ~ 시목교(북측),점유율,4.4411
2022-07-05,시청대로,세종 시청(공주),시청입구 ~ 교육청후문,점유율,2.7824
2022-07-05,연청로,문곡리 세종방면,문곡교차로 ~ 부강터널,점유율,2.6845
2022-07-05,용연로,연서면 와촌리,세종-공주경계 ~ 와룡로입구,점유율,2.1012
2022-07-05,일반국도1호선,산동교차로 대전방면,세종로교차로1 ~ 두만2리교차로2,점유율,3.9635
2022-07-05,일반국도36호선,다름고개(세종),다정동 ~ 올망초등학교,점유율,6.7859
2022-07-05,정안세종로,은하수공원(세종),수산IC교 북서 ~ 모개고가차도,점유율,1.6107
2022-07-05,조치원로,공영버스터미널 앞,조치원로1 ~ 상리사거리,점유율,6.5652
2022-07-05,지방도96호선,갈매로(대전),장남교차로 ~ 금남교앞,점유율,5.1529
2022-07-05,지방도96호선,부강교차로 세종방면,부강교차로2 ~ 부강교차로1,점유율,4.2349
2022-07-05,지방도96호선,세종이마트(공주),e마트남측교차로 ~ -,점유율,2.1212
2022-07-05,청연로,우리한식뷔페 앞,연동중학교입구 ~ 응암삼거리,점유율,4.1726
2022-07-05,평기길,장군면 평기리,송학사거리 ~ 송문리,점유율,2.157
2022-07-05,한누리대로,국세청맞은편,한누리대로지하4남측 ~ 한누리대로지하5북측,점유율,7.1997
2022-07-05,한누리대로,라온프라이빗시티앞,한누리대로고가2남측 ~ 노드_146,점유율,7.1456
2022-07-05,한누리대로,반곡동(공주),4-1생활권(한누리대로) ~ 반곡동(한누리대로),점유율,2.8783
2022-07-05,한누리대로,세종 교육청(공주),교육청앞 ~ 여울초교앞,점유율,3.0726
2022-07-05,한누리대로,양지초교북측(세종),한누리대로고가2북측 ~ 양지초교사거리,점유율,4.4845
2022-07-06,산학리길,장군면 산학리,- ~ 송악교,점유율,2.6791
2022-07-06,새내로,서울외과 앞,마음그린한의원 ~ 새내4길시점,점유율,6.1217
2022-07-06,새내로,조치원여중 앞,조치원여자중학교 ~ 조치원읍사무소,점유율,4.633
2022-07-06,시목부강로,시목교교차로 앞,- ~ 시목교(북측),점유율,3.3422
2022-07-06,시청대로,세종 시청(공주),시청입구 ~ 교육청후문,점유율,3.0653
2022-07-06,연청로,문곡리 세종방면,문곡교차로 ~ 부강터널,점유율,2.7271
2022-07-06,용연로,연서면 와촌리,세종-공주경계 ~ 와룡로입구,점유율,2.8304
2022-07-06,일반국도1호선,산동교차로 대전방면,세종로교차로1 ~ 두만2리교차로2,점유율,4.224
2022-07-06,일반국도36호선,다름고개(세종),다정동 ~ 올망초등학교,점유율,6.7287
2022-07-06,정안세종로,은하수공원(세종),수산IC교 북서 ~ 모개고가차도,점유율,1.7354
2022-07-06,조치원로,공영버스터미널 앞,조치원로1 ~ 상리사거리,점유율,7.0917
2022-07-06,지방도96호선,갈매로(대전),장남교차로 ~ 금남교앞,점유율,5.2544
2022-07-06,지방도96호선,부강교차로 세종방면,부강교차로2 ~ 부강교차로1,점유율,2.1406
2022-07-06,지방도96호선,세종이마트(공주),e마트남측교차로 ~ -,점유율,2.1236
2022-07-06,청연로,우리한식뷔페 앞,연동중학교입구 ~ 응암삼거리,점유율,4.4728
2022-07-06,평기길,장군면 평기리,송학사거리 ~ 송문리,점유율,2.0182
2022-07-06,한누리대로,국세청맞은편,한누리대로지하4남측 ~ 한누리대로지하5북측,점유율,7.2462
2022-07-06,한누리대로,라온프라이빗시티앞,한누리대로고가2남측 ~ 노드_146,점유율,6.9529
2022-07-06,한누리대로,반곡동(공주),4-1생활권(한누리대로) ~ 반곡동(한누리대로),점유율,2.8341
2022-07-06,한누리대로,세종 교육청(공주),교육청앞 ~ 여울초교앞,점유율,3.1291
2022-07-06,한누리대로,양지초교북측(세종),한누리대로고가2북측 ~ 양지초교사거리,점유율,4.9571
2022-07-07,산학리길,장군면 산학리,- ~ 송악교,점유율,2.6991
2022-07-07,새내로,서울외과 앞,마음그린한의원 ~ 새내4길시점,점유율,6.0515
2022-07-07,새내로,조치원여중 앞,조치원여자중학교 ~ 조치원읍사무소,점유율,4.7826
2022-07-07,시목부강로,시목교교차로 앞,- ~ 시목교(북측),점유율,3.3751
2022-07-07,시청대로,세종 시청(공주),시청입구 ~ 교육청후문,점유율,3.0752
2022-07-07,연청로,문곡리 세종방면,문곡교차로 ~ 부강터널,점유율,2.6985
2022-07-07,용연로,연서면 와촌리,세종-공주경계 ~ 와룡로입구,점유율,2.6561
2022-07-07,일반국도1호선,산동교차로 대전방면,세종로교차로1 ~ 두만2리교차로2,점유율,4.1941
2022-07-07,일반국도36호선,다름고개(세종),다정동 ~ 올망초등학교,점유율,6.604
2022-07-07,정안세종로,은하수공원(세종),수산IC교 북서 ~ 모개고가차도,점유율,1.6924
2022-07-07,조치원로,공영버스터미널 앞,조치원로1 ~ 상리사거리,점유율,7.6614
2022-07-07,지방도96호선,갈매로(대전),장남교차로 ~ 금남교앞,점유율,5.3365
2022-07-07,지방도96호선,부강교차로 세종방면,부강교차로2 ~ 부강교차로1,점유율,2.2219
2022-07-07,지방도96호선,세종이마트(공주),e마트남측교차로 ~ -,점유율,2.1147
2022-07-07,청연로,우리한식뷔페 앞,연동중학교입구 ~ 응암삼거리,점유율,4.3825
2022-07-07,평기길,장군면 평기리,송학사거리 ~ 송문리,점유율,2.356
2022-07-07,한누리대로,국세청맞은편,한누리대로지하4남측 ~ 한누리대로지하5북측,점유율,7.4239
2022-07-07,한누리대로,라온프라이빗시티앞,한누리대로고가2남측 ~ 노드_146,점유율,7.784
2022-07-07,한누리대로,반곡동(공주),4-1생활권(한누리대로) ~ 반곡동(한누리대로),점유율,2.9449
2022-07-07,한누리대로,세종 교육청(공주),교육청앞 ~ 여울초교앞,점유율,3.1971
2022-07-07,한누리대로,양지초교북측(세종),한누리대로고가2북측 ~ 양지초교사거리,점유율,4.8156
2022-07-08,산학리길,장군면 산학리,- ~ 송악교,점유율,2.5067
2022-07-08,새내로,서울외과 앞,마음그린한의원 ~ 새내4길시점,점유율,6.4057
2022-07-08,새내로,조치원여중 앞,조치원여자중학교 ~ 조치원읍사무소,점유율,5.1533
2022-07-08,시목부강로,시목교교차로 앞,- ~ 시목교(북측),점유율,3.3827
2022-07-08,시청대로,세종 시청(공주),시청입구 ~ 교육청후문,점유율,3.2786
2022-07-08,연청로,문곡리 세종방면,문곡교차로 ~ 부강터널,점유율,2.9319
